timestamp,samples
1767709801.377078,-45265.883
1767709801.4774542,-45222.285
1767709801.57892,-45276.297
1767709801.67965,-45316.117
1767709801.779882,-45312.94
1767709801.880744,-45343.223
1767709802.0042372,-45330.652
1767709802.1052852,-45363.984
1767709802.2056892,-45463.707
1767709802.3062909,-45303.113
1767709802.406663,-45371.72
1767709802.507054,-45385.016,-45383.625
1767709802.6084769,-45388.01
1767709802.7088242,-45491.008
1767709802.809269,-45454.797
1767709802.909674,-45521.574
1767709803.0100648,-45456.473
1767709803.110272,-45587.027
1767709803.210716,-45491.41
1767709803.312078,-45537.434
1767709803.4124632,-45537.53
1767709803.512971,-45575.707
1767709803.6133618,-45527.855
1767709803.7137668,-45557.855
1767709803.8150039,-45606.35
1767709803.9155369,-45569.164
1767709804.016045,-45649.363
1767709804.1164281,-45590.953
1767709804.21758,-45573.727
1767709804.3187609,-45640.562
1767709804.419117,-45616.734
1767709804.519983,-45662.098
1767709804.621383,-45727.38
1767709804.7222679,-45747.395
1767709804.823624,-45721.594
1767709804.924944,-45804.953
1767709805.025376,-45800.504
1767709805.125901,-45793.555
1767709805.226182,-45787.926
1767709805.3272152,-45781.355
1767709805.4276311,-45851.04
1767709805.528532,-45868.09
1767709805.629859,-45801.74
1767709805.7302458,-45914.15
1767709805.8306549,-45851.957
1767709805.93202,-45886.723
1767709806.032686,-45949.406
1767709806.133151,-45967.53
1767709806.2335181,-45897.676
1767709806.334097,-45913.176
1767709806.434858,-45941.234
1767709806.535331,-45983.816
1767709806.6358452,-46017.84
1767709806.736212,-45990.49
1767709806.83764,-45985.15
1767709806.938038,-46038.953
1767709807.062651,-46011.117
1767709807.164038,-45976.754
1767709807.265186,-46070.695
1767709807.365657,-46048.863
1767709807.466154,-46045.04
1767709807.566538,-46055.555
1767709807.667806,-46079.63
1767709807.768102,-46131.21
1767709807.8684428,-46194.473
1767709807.969086,-46091.727
1767709808.069471,-46212.785
1767709808.1697679,-46164.652
1767709808.270066,-46250.977
1767709808.371159,-46229.305
1767709808.4716191,-46205.246
1767709808.5729952,-46229.18
1767709808.673368,-46208.43
1767709808.774011,-46283.305
1767709808.874829,-46358.77
1767709808.975596,-46310.34
1767709809.0759401,-46299.773
1767709809.1762948,-46308.465
1767709809.276638,-46321.004
1767709809.37698,-46346.332
1767709809.477414,-46374.637
1767709809.5787609,-46389.47
1767709809.680049,-46414.05
1767709809.781446,-46348.36
1767709809.882874,-46427.18
1767709809.983257,-46405.277
1767709810.084152,-46418.61
1767709810.185461,-46516.12
1767709810.285833,-46454.773
1767709810.386299,-46495.223
1767709810.487707,-46462.004
1767709810.589154,-46420.64
1767709810.690442,-46490.254
1767709810.790876,-46509.12
1767709810.892128,-46528.812
1767709810.992487,-46506.33
1767709811.093604,-46525.234
1767709811.19413,-46547.88
1767709811.294875,-46589.562
1767709811.3962848,-46610.965
1767709811.496885,-46578.688
1767709811.5982468,-46642.723
1767709811.698837,-46627.19
1767709811.79922,-46593.633
1767709811.899759,-46670.188
1767709812.0005288,-46711.97
1767709812.1233659,-46686.51,-46725.18
1767709812.2245271,-46748.15
1767709812.3248482,-46734.234
1767709812.426165,-46771.883
1767709812.526672,-46684.96
1767709812.627152,-46720.32
1767709812.728232,-46790.01
1767709812.8290062,-46829.375
1767709812.9295099,-46830.188
1767709813.030897,-46808.508
1767709813.1314812,-46806.56
1767709813.232048,-46781.367
1767709813.332693,-46834.37
1767709813.4339359,-46836.066
1767709813.53472,-46866.273
1767709813.6352582,-46844.9
1767709813.735967,-46919.25
1767709813.836471,-46892.36
1767709813.936905,-46966.984
1767709814.038239,-46926.344
1767709814.139605,-46926.34
1767709814.241,-46952.895
1767709814.342348,-46954.617
1767709814.4431202,-46984.504
1767709814.543967,-46978.137
1767709814.6447518,-46963.527
1767709814.745165,-47042.242
1767709814.84664,-47006.902
1767709814.947219,-47022.285
1767709815.048386,-47087.33
1767709815.149738,-47036.54
1767709815.250255,-47080.227
1767709815.351169,-47167.254
1767709815.4515111,-47056.207
1767709815.551865,-47122.74
1767709815.652837,-47122.0
1767709815.753222,-47191.797
1767709815.853575,-47136.832
1767709815.953967,-47211.18
1767709816.0545652,-47189.51
1767709816.155942,-47169.41
1767709816.25732,-47192.562
1767709816.3585448,-47210.938
1767709816.4592588,-47188.23
1767709816.559638,-47143.246
1767709816.660779,-47247.48
1767709816.761583,-47292.633
1767709816.862623,-47223.68
1767709816.963748,-47297.293
1767709817.06411,-47328.258
1767709817.18716,-47323.477
1767709817.28772,-47401.547
1767709817.388154,-47325.527
1767709817.48926,-47375.816
1767709817.5898209,-47365.574
1767709817.690645,-47322.645
1767709817.791256,-47378.93
1767709817.892035,-47368.754
1767709817.992882,-47389.844
1767709818.093191,-47444.38
1767709818.19384,-47386.95
1767709818.2945752,-47492.816
1767709818.395231,-47477.016
1767709818.495889,-47362.29
1767709818.596446,-47446.72
1767709818.69706,-47456.594
1767709818.798335,-47480.54
1767709818.899221,-47545.684
1767709819.0000901,-47469.293
1767709819.100959,-47469.426
1767709819.201992,-47533.66
1767709819.3034399,-47527.344
1767709819.403848,-47539.73
1767709819.5051289,-47559.637
1767709819.6057081,-47606.055,-47593.38
1767709819.706667,-47582.066
1767709819.808013,-47683.855
1767709819.9093592,-47601.543
1767709820.010355,-47689.55
1767709820.110728,-47671.406
1767709820.212132,-47642.285
1767709820.313521,-47644.72
1767709820.414927,-47692.273
1767709820.515368,-47684.32
1767709820.616692,-47767.445
1767709820.7179751,-47767.66
1767709820.818718,-47717.48
1767709820.919308,-47809.062
1767709821.0206778,-47787.574
1767709821.121061,-47778.02
1767709821.222454,-47755.582
1767709821.322829,-47780.637
1767709821.424184,-47809.848
1767709821.524538,-47834.473
1767709821.6249049,-47756.03
1767709821.725417,-47794.555
1767709821.82578,-47759.566
1767709821.9261281,-47790.33
1767709822.027053,-47792.75
1767709822.128287,-47907.83
1767709822.251798,-47853.914
1767709822.352201,-47978.293
1767709822.452815,-47913.04
1767709822.553251,-47923.98
1767709822.6537988,-47942.773
1767709822.754551,-47898.62
1767709822.854914,-47918.48
1767709822.956301,-47992.016
1767709823.0576682,-48045.215
1767709823.158038,-47998.496
1767709823.259359,-47978.98
1767709823.359701,-48036.85
1767709823.461012,-47974.977
1767709823.561522,-48080.637
1767709823.6619961,-48049.855
1767709823.763353,-48042.312
1767709823.8637319,-48063.137
1767709823.964849,-48031.312
1767709824.066206,-48105.203
1767709824.167574,-48098.695
1767709824.26898,-48128.387
1767709824.3704152,-48035.375
1767709824.4715252,-48128.008
1767709824.571786,-48131.605
1767709824.672161,-48194.793
1767709824.77351,-48173.605
1767709824.87477,-48112.266
1767709824.975142,-48215.004
1767709825.075927,-48223.01
1767709825.176939,-48235.207
1767709825.277737,-48246.258
1767709825.3785799,-48267.24
1767709825.4799218,-48241.223
1767709825.5803509,-48314.625
1767709825.6815832,-48169.633
1767709825.782739,-48244.043
1767709825.883111,-48270.516
1767709825.984512,-48259.125
1767709826.08512,-48314.547
1767709826.185672,-48303.848
1767709826.2860138,-48390.582
1767709826.386291,-48298.57
1767709826.4865532,-48324.953
1767709826.58783,-48320.59
1767709826.6882958,-48341.5
1767709826.789536,-48468.348
1767709826.8898802,-48410.227
1767709826.9901361,-48450.984
1767709827.090508,-48398.016
1767709827.190871,-48391.74
1767709827.292703,-48413.7
1767709827.414936,-48419.13,-48445.35
1767709827.515559,-48455.88
1767709827.616443,-48521.312
1767709827.717791,-48408.973
1767709827.819121,-48522.406
1767709827.919845,-48579.887
1767709828.0209038,-48496.215
1767709828.12149,-48511.184
1767709828.221717,-48575.14
1767709828.322151,-48507.156
1767709828.4224498,-48572.52
1767709828.523129,-48526.363
1767709828.6242208,-48585.957
1767709828.72479,-48563.86
1767709828.82565,-48566.06
1767709828.925953,-48668.926
1767709829.0273259,-48626.01
1767709829.1281989,-48661.28
1767709829.229473,-48581.484
1767709829.3308852,-48651.78
1767709829.432066,-48710.08
1767709829.5331469,-48592.594
1767709829.633611,-48794.305
1767709829.734006,-48717.973
1767709829.8344262,-48641.715
1767709829.935153,-48770.242
1767709830.035669,-48744.863
1767709830.136511,-48792.84
1767709830.236848,-48672.703
1767709830.337307,-48696.12
1767709830.438217,-48765.34
1767709830.539152,-48714.64
1767709830.640512,-48757.207
1767709830.7408938,-48817.297
1767709830.841297,-48827.92
