timestamp,samples
1767711765.926103,1690.426
1767711766.075757,1013.4185,1684.4934
1767711766.175895,1052.1554
1767711766.2763,2127.7754
1767711766.376699,1167.9395
1767711766.4769979,1103.0845
1767711766.5779672,1044.9403
1767711766.678498,2160.079
1767711766.779397,992.8521
1767711766.880691,2276.5217
1767711766.9815948,994.85846
1767711767.0819578,1657.6167
1767711767.182684,1139.492
1767711767.284109,1742.3872
1767711767.385479,982.5751
1767711767.486783,1039.5696
1767711767.588035,855.11786
1767711767.6892989,944.8487
1767711767.790312,835.17334
1767711767.890511,1223.8794
1767711767.990705,909.5166
1767711768.0914361,1670.8314
1767711768.191929,852.2664
1767711768.2921422,878.18964
1767711768.393131,820.7899
1767711768.4935381,2047.8945
1767711768.594764,855.06836
1767711768.6963682,1669.0273
1767711768.797198,1107.4899
1767711768.897953,606.4847
1767711768.999201,744.65674
1767711769.1005921,1473.8942
1767711769.201982,802.17224
1767711769.303095,1734.8525
1767711769.404364,3250.9143
1767711769.5056121,6687.44
1767711769.606973,11430.647
1767711769.708304,16359.4
1767711769.809536,23775.576
1767711769.910778,25990.814
1767711770.011861,28119.945
1767711770.1128478,32653.84
1767711770.214296,36749.07
1767711770.3156428,44667.88
1767711770.416926,48627.76
1767711770.5183418,48639.242
1767711770.619881,48644.098
1767711770.721312,48614.348
1767711770.823861,48635.39
1767711770.924837,49200.977
1767711771.0262,48591.125
1767711771.12751,48177.348
1767711771.228844,48565.38
1767711771.329102,48569.598
1767711771.4303691,48556.344
1767711771.531691,48536.492
1767711771.633027,48506.64
1767711771.7339919,48489.684
1767711771.835325,48499.008
1767711771.936671,48493.344
1767711772.037931,48488.414
1767711772.139315,47986.605
1767711772.239965,48474.605
1767711772.341335,48335.195
1767711772.442441,48397.37
1767711772.543767,48423.86
1767711772.645045,48419.137
1767711772.7462568,48413.94
1767711772.846849,48413.35
1767711772.948302,49063.105
1767711773.0496058,48347.06
1767711773.150867,48388.535
1767711773.252218,48349.215
1767711773.353475,48299.7
1767711773.454101,48338.348
1767711773.555458,48378.305
1767711773.656779,48353.594
1767711773.758021,48318.723
1767711773.8593652,48273.875
1767711773.960659,48277.28
1767711774.062022,48276.797,47736.508
1767711774.163766,48246.24
1767711774.265048,48199.816
1767711774.3664482,48226.285
1767711774.4672582,48198.047
1767711774.5685928,48227.535
1767711774.669933,48154.508
1767711774.771071,48190.67
1767711774.8724768,48184.785
1767711774.9729228,48144.234
1767711775.074306,47958.203
1767711775.1756349,48146.234
1767711775.276854,48697.03
1767711775.378068,48136.844
1767711775.4793081,48082.066
1767711775.5806909,48079.344
